resource_type,status,access,assetIdentifier,digitizationNomination,dispositionNomination,identifier2,identifierSource2,physicalFormat,condition,generations,durationPhysical,channelConfigurationPhysical,originalCarrierLocation,date,dateType,language,itemTitle,intellectualAssetType,epsIdentifier,programName,description,genre,contributor,publisher,rightsSummary,rightsStatement,subject,relatedInstantiationID,proxyFilename,preservationFilename,filelocation,dateDigitized,filesize,channelConfigurationDigital,encoding,sampleRate,bitDepth,durationDigital,instantiationTimeStart,digitalQC,checksumString,checksumType,coverageSpatial,coverageTemporal,ancillaryMaterials
4,0,0,MD-141,digitized in house,,,,Minidisc,,,01:15:07,Stereo,KBOO Archives Room,,unknown,,City Club: Beyond Partisanship,,,,"""Beyond Partisanship"" Terrible Sound, There is talk of mail delivery prescriptions, not bickering between political parties in Oregon. Talk about Oregon state legislature and if both sides of the party line can get along and try to work for a better Oregon. Followed by a hard to understand Q&A.",,,KBOO,Non-Saleable,,"Community Building, Government/Politics",,,kboo_MD-141.wav,,,758 MB,stereo,wav,44.1 kHz,16 bits,,,,C444FD4A1C9CC551C3199F11AEE1F8F4,md5,"Oregon, United States",,
4,0,0,MD-142,digitized in house,,,,Minidisc,,Original,01:09:15,Mono,KBOO Archives Room,2003-02-05,unknown,,Multnomah County Library's Everybody Reads Interview: Ernest J. Gaines on A Lesson Before Dying,,eps00130,,,,"Ernest J. Gaines, Patricia Welch, Mary Loftin, ",KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Arts/Culture, Fiction, African American",,,kboo_MD-142_20030205.wav,,,350 MB,mono,wav,44.1 kHz,16 bits,,,,8F4FAE44D6146075E5CEDE30DDC22F9E,md5,"California, San Francisco, Louisiana, United States",,
4,0,0,MD-143,digitized in house,,,,Minidisc,,,01:21:06,Mono,KBOO Archives Room,2003-04-05,unknown,,Greg Palast: The Best Democrcay Your Money Can Buy,,eps00131,,,,"Greg Palast, Jo Ann Bowman",KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Activism, War/Peace, Global Affairs, ",,,kboo_MD-143_20030405.wav,,,409 MB,mono,wav,44.1 kHz,16 bits,,,,3D685E8FDF42C180437BB2D99DCBDFA9,md5,"United States, Oregon",,
4,0,0,MD-144,digitized in house,,,,Minidisc,,,00:40:54,Stereo,KBOO Archives Room,,unknown,,"Hafiz Usman Speaks About Working for Al Jazeera in Washington, D.C.",,,,al-jazeera Washington Chief reporter begins his talk about his position in the world of journalism. He talks about how many countries view Al-Jazeera as a terrorist website/ terror supporting website. Talks about being shut out of certain countries including America right after 9/11. Compares CNN and Al-Jazeera and talks about their similarities in foreign countries. Followed by a Q&A which abruptly cuts. ,,Hafiz Usman,,Non-Saleable,,"Civil Liberties, Media, Global Affairs",,,kboo_MD-144.wav,,,413 MB,stereo,wav,44.1 kHz,16 bits,,,,80BD18CAC804E8AB892F91FB59115CE2,md5,Middle East,,
4,0,0,MD-145,digitized in house,please review and remove,,,Minidisc,,,00:01:08,Stereo,KBOO Archives Room,2004-02-00,unknown,,Promo for Rebroadcast of a Michael Ruppert Speech from 2002 ,,,,"The recording is promo for a rebroadcast of a speech by Michael Ruppert on oil, finance, and the embedding war following 9/11 from 2002. Recording is only about 1 minute  and does not contain the actual speech with Ruppert.",Promotional announcement,"Mike Rupert, Mel Reslor",KBOO,Non-Saleable,,"Global Affairs, Government/Politics, Drugs, Energy/Natural Resources",,,kboo_MD-145_20040200.wav,,,11.5 MB,stereo,wav,44.1 kHz,16 bits,,,,3298BA2241B0AB094F5871C87F45885B,md5,United States,,
4,0,0,MD-146,digitized in house,,,,Minidisc,,,01:21:26,Mono,KBOO Archives Room,2000-09-22,unknown,,Interviews with Phyllis Bennis on the United Nations and Jim Hightower on American Democracy ,,,,"Andrew Geller interviews Phyllis Bennis during a KBOO pledge drive. Phyllis discusses the United Nations, NATO, and the United States' dominant role in international relations and global democracy. Music includes Robert Hoyt's ""Mind's Eye."" Joe Uris interviews Jim Hightower about his new book and his upcoming appearance in Portland to discuss campaign finance reform. The audio recording cuts out in the middle of the Hightower interview. ",,"Andrew Geller, Phyllis Bennis, Ani Haines, Kathleen Stephenson, Robert Hoyt, Joe Uris, Jim Hightower",KBOO,Non-Saleable,,"Global Affairs, Economy, Military/Veterans,",,,kboo_MD-146_20000922.wav,,,411 MB,mono,wav,44.1 kHz,16 bits,,,,76510108A4033D9DC26715E197EC0FCC,md5,"Globe, United States",,
4,0,0,MD-147,digitized in house,,,,Minidisc,,,02:04:59,Mono,KBOO Archives Room,2000-06-10,unknown,,CIA Drug Symposium,,,,"CIA Drug Symposium, Eugene Oregon, Rodney Stich talks about his time working for the government and how he grew tired of how corrupt it can be. He talks about how after he quit working for the government he started filing lawsuits against them. Specifically with the FAA and there constant cover ups. Those include the NTSB covering up information about TWA Flight 800. Eventually someone elses comes on to speak about drug trafficing and how when Mexico was going to default both during the Reagan era and the Clinton era the country was awarded bailout money and how that money would be repaid with confiscated drug money from Mexican drug cartels. ",,Rodney Stich,KBOO,Non-Saleable,,"Civil Liberties, Drugs, Activism",,,kboo_MD-147_20000610.wav,,,631 MB,mono,wav,44.1 kHz,16 bits,,,,30266EC1A6ED919EFDADD7C8C8B424D4,md5,,,
4,0,0,MD-148,digitized in house,,,,Minidisc,,,01:24:30,Mono,KBOO Archives Room,2000-08-25,unknown,,Ralph Nader and Winona LaDuke at the Memorial Coliseum,,,,"Nader speaks about defense spending, global reform, how TB and malaria are the real global killers, not weapons of mass killing. Compares Bush and Gore and how similar they are when it comes to being pro business. How corporate power rules almost everything in America. He then transitions to talking about how Gore/Bush won't allow Americans to grow hemp. Then speaks at length about how vital and necessary hemp is, even saying Bush's father used hemp in WWII. He then talks about voting for None of the Above, where you can vote for the none of the above candidates and it would essentially eliminate them from the election if it had enough votes. ",,"Ralph Nader, Winona LaDuke",KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Military/Veterans, Economy, Government/Politics, ",,,kboo_MD-148_20000825.wav,,,426 MB,mono,wav,44.1 kHz,16 bits,,,,C95495E65C22BFA50FCD73EFDB2854AD,md5,United States,,
4,0,0,MD-149,digitized in house,,,,Minidisc,,,02:03:33,Mono,KBOO Archives Room,2000-05-22,unknown,,"Julia Hill on Environmental Struggles and her Two Year Tree Sit in Luna at First Unitarian Church in Portland, Oregon",,,,"The Northwest Earth Institute, Looking Glass Bookstore, KBOO, and the First Unitarian Church host Julia Butterfly Hill at the the First Unitarian Church in Portland, Oregon. Hill discusses her tree sit that lasted two years between 1997 and 1999. The tree was named ""Luna"" and was threatened by the Pacific Lumber Company and Columbia Helicopter. The audio recording is edited. Copies of the audio are included on this recording including portions of the Q&A. ",,Julia Butterfly Hill,KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Environment/Climate, Activism, Energy/Natural Resources, Corporations",,,kboo_MD-149_20000522.wav,,,624 MB,mono,wav,44.1 kHz,16 bits,,,,A2B0237527FCD99C723A8C3872943D92,md5,"California, Oregon",,
4,0,0,MD-150,,,,,Minidisc,,,01:11:08,Mono,KBOO Archives Room,2004-10-06,unknown,,Michael Parenti Speaks on Empire at Portland State University,,eps00093,,,,Michael Parenti,KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Government/Politics, Global Affairs, Military/Veterans, War/Peace",,,,,,,,,,,,,,,,,,
4,0,0,MD-151,digitized in house,,,,Minidisc,,,00:59:59,Mono,KBOO Archives Room,2004-08-02,unknown,,Powell's Bookstore: Jim Hightower speaks on Let's Stop Beating Around the Bush (2004),,,,"Powell's Bookstore hosts Jim Hightower, author and former Texas Agricultural Commissioner, at the Bagdad Theater to discuss his book Let's Stop Beating Around the Bush (2004). This edited recording includes Hightower discussing democracy, the upcoming 2004 elections, and George W. Bush and his supporters. The MiniDisc had written on it ""Mike Dambrosia Powell's, 503-235-0028, mad?????@netzero.net, Portland"" The email address is difficult to read.",,"Jim Hightower, Mike Dambrosia",KBOO,Non-Saleable,,"Government/Politics, Economy, Corporations",,,kboo_MD-151_20040802.wav,,,303 MB,mono,wav,44.1 kHz,16 bits,,,,EC7D5689690DAAB10F4AD43E541B66E2,md5,United States,,
4,0,0,MD-152,digitized in house,,,,Minidisc,,Original,01:07:24,Mono,KBOO Archives Room,2003-03-26,unknown,,Presidential Candidate Dennis Kucinich (D) Speaks at Lincoln High School,,eps00123,,,,Dennis Kucinich,KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Government/Politics, Global Affairs, Economy, Corporations, Labor",,,kboo_MD-152_20030326.wav,,,340 MB,mono,wav,44.1 kHz,16 bits,,,,E7E3AB9793A9F39EBF166CE0C96F264A,md5,,,
4,0,0,MD-153p1,digitized in house,,,,Minidisc,,Original,00:58:57,Mono,KBOO Archives Room,2003-03-07,unknown,,Public Interest Environmental Law Conference 2003,,eps00109,,"2003 Public Interest Environmental Law Conference (PIELC) Keynote speech by John E. Echohawk at the University of Oregon. Echohawk discusses the Native American Rights Fund, which he founded, and Native American law. Additionally, he speaks about the relationships Native American tribes are building with environmentalists. Echohawk's speech is followed by Mae-Wan Ho.",,John E. Echohawk,KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Indigenous, Law/Court/Crime, Environment/Climate,",,,kboo_MD-153p1_20030307.wav,,,298 MB,mono,wav,44.1 kHz,16 bits,,,,5DE2C49A3905372D5E60B9D4FBB46920,md5,,,
4,0,0,MD-153p2,digitized in house,,,,Minidisc,,Original,00:58:37,Mono,KBOO Archives Room,2003-03-07,unknown,,Public Interest Environmental Law Conference 2003,,eps00109,,Public Interest Environmental Law Conference (PIELC) Keynote speech by Mae-Wan Ho at the University of Oregon. Ho discusses her book Living with the Fluid Genome (2003) and her work researching genetic engineering and its effects on indigenous communities. Preceding Ho's speech was John E. Echohawk.,,Mae-Wan Ho,KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Indigenous, Science/Technology, Environment/Climate, ",,,kboo_MD-153p2_20030307.wav,,,296 MB,mono,wav,44.1 kHz,16 bits,,,,26482F07D2FD6C3E0DC50DF488F006D6,md5,,,
4,0,0,MD-154,digitized in house,,,,Minidisc,,,01:23:04,Mono,KBOO Archives Room,2004-03-00,unknown,,Powell's Bookstore: Jim Garrison on America as Empire (2004),,,,"Author and member of the State of the World Forum, Jim Garrison, discusses the responsibilities America has as the strongest nation in the history of the world. In the Q&A he is asked about Ralph Nader, the 2000 elections and the upcoming 2004 elections. ",,Jim Garrison,KBOO,Non-Saleable,,"War/Peace, Government/Politics, Global Affairs",,,kboo_MD-154_20040300.wav,,,839 MB,stereo,wav,44.1 kHz,16 bits,,,,961AAAA900D0209EC6AA7A086D357A72,md5,United States,,
4,0,0,MD-155,digitized in house,,,,Minidisc,,,01:14:27,Mono,KBOO Archives Room,2001-11-09,unknown,,Fifth Annual University of Oregon Sustainable Business Symposium,,,,Amory Lovins speaks with at the University of Oregon Sustainable Business Symposium.  He speaks about heat loss? and how improvements will help lower costs. Talks about how protecting the planet is not expensive when you consider the future of the earth. He talks about companies trying to lower their carbon emissions to nearly zero. He calls them smart companies. ,,Amory Lovins,KBOO,Non-Saleable,,"Economy, Environment/Climate",,,kboo_MD-155_20011109.wav,,,376 MB,mono,wav,44.1 kHz,16 bits,,,,7932CAC80038C3C5CD64CB271C477461,md5,United States,,
4,0,0,MD-156,digitized in house,,,,Minidisc,,,01:03:27,Stereo,KBOO Archives Room,2004-10-05,unknown,,Ross Gelbspan at Lewis and Clark College,,,,"Ross Gelbspan at Lewis & Clark College, Portland, Oregon, Disc 1, 2004-10-05. The speech starts with someone telling a personal story about how they became familiar with Ross Gelbspan's writings. Gelbspan begins by talking about how the global economy can become stagnant and how the more reliable path to getting out of it would be global works programs. Which he says will lift off the economy within a decade. He then turns to talking about planet heating and how it is getting hotter and hotter. He wants to replace everything that hurts the climate with climate emission responsible products, including heaters and cars. He continues to speak about temperature change and how it effects the globe and how it can affect the economy in the decades to come. Says that some politicians tried to use science to convince older and less educated people that climate change was not true. Says that outside of the U.S. there is little to no debate on climate change. He talks about the U.S. pulled out of Kyoto Accord when Bush took office because they did not see it as fair to first world countries. His dad originally signed the agreement. Believes the time is right to try and reduce climate change, says we have all the allies we need but the time to act is rapidly decreasing and we need to act fast. Gelbspan's talk end with a Q&A, which is very quiet on the Q end. ",,Ross Gelbspan,KBOO,Non-Saleable,,"Global Affairs, Environment/Climate, Economy",,,kboo_MD-156_20041005.wav,,,641 MB,stereo,wav,44.1 kHz,16 bits,,,,64A6A885401F29C3B5BE6AED0A62A9B5,md5,United States,,
4,0,0,MD-157d1,digitized in house,,,,Minidisc,,Original,02:02:00,Mono,KBOO Archives Room,2003-08-08,unknown,,Break the Chains Conference 2003,,eps00110,,"Break the Chains Conference . Break the Chains Conference at United Lutheran Church, Eugene, Oregon, 2003-08-08, Chrystos?? talks about how the indigenous people who lived in this area went thousands of years without building a prison. She compares colonization to prison. She tells personal stories about encounters with the police throughout her life. She speak about income inequality between indigenous people and the rest of the country. There is also a musical performance by Jim Page featuring two songs about indigenous people fight the system. The next speaker speaks about Leonard Peltier and the Black Panther Party. He goes on to explain what the Praytor?? guideline is. He talks about Rodney King, Delta Force and the presidential use of them during times of strife in America. ",,"Ward Churchill, Chrystos, Jim Page",KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Indigenous, Prison, Race, Police, Civil Rights/Human Rights",,,kboo_MD-157d1_20030808.wav,,,616 MB,mono,wav,44.1 kHz,16 bits,,,,E82C21857A38E822DE4B26ABE57C8E4D,md5,United States,,
4,0,0,MD-157d2p1,,,,,Minidisc,,Original,01:07:08,Mono,KBOO Archives Room,2003-08-09,unknown,,Break the Chains Conference 2003,,eps00110,,"Break the Chains Conference: Friends of Survivors by German Nieto-Maquehue. German Nieto-Maquehue from Amigos de los Sobrevivientes speaks at the Break the Chains Conference on 2003-08-09 1:00pm at United Lutheran Church, Eugene, Oregon. Nieto-Maquehue speaks about his experience living in Chile, Latin America, and in Oregon during the presidency of Salvador Allende and the dictatorship of Augusto Pinochet. He discusses torture tactics practiced in Latin America and the ""culture of fear"" that it creates in communities. Living in Eugene, Nieto-Maquehue works with refugees escaping political violence in Latin America. The conference was held August 8 - 10, 2003 at the University of Oregon in Eugene. Break the Chains Conference planners stated the following vision: ""We are organizing this conference to educate people about the bleak reality of the prison crisis, to mobilize people from the anti-repression, prisoner-support and anti-capitalist movements, to humbly host like-minded activists from other regions in what we hope is to be an extremely powerful and productive convergence, to learn from survivors of the prison system and gain from them invaluable lessons about the nature of the beast we are up against, and to begin the difficult task of developing a cohesive, organized, diverse, and effective movement against state repression and the politics of mass imprisonment. As the ruling elite intensifies its repression more & more broadly, such a movement becomes necessary now more than ever before.""",,German Nieto-Maquehue,KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Civil Rights/Human Rights, History, Activism, Community Building, Global Affairs, Recovery",,,,,,,,,,,,,,,,"Chile, Latin America, Oregon, Central America",,
4,0,0,MD-157d2p2,,,,,Minidisc,,Original,01:15:41,Mono,KBOO Archives Room,2003-08-09,unknown,,Break the Chains Conference 2003,,eps00110,,"Break the Chains Conference: From Attica to Gustafsen Lake by Dacajewiah (Splitting the Sky). Revolutionary and author Dacajeweiah (Splitting the Sky, John Hill) speaks at the Break the Chains Conference on 2003-08-09 2:30pm at United Lutheran Church, Eugene, Oregon. Dacajeweiah speaks about his early childhood in Buffalo, New York and in Christian boarding schools. He discusses the violence within the prison system and the motives, tactics, the result and his own participation in the Attica prison uprising of 1971. The conference was held August 8 - 10, 2003 at the University of Oregon in Eugene. Break the Chains Conference planners stated the following vision: ""We are organizing this conference to educate people about the bleak reality of the prison crisis, to mobilize people from the anti-repression, prisoner-support and anti-capitalist movements, to humbly host like-minded activists from other regions in what we hope is to be an extremely powerful and productive convergence, to learn from survivors of the prison system and gain from them invaluable lessons about the nature of the beast we are up against, and to begin the difficult task of developing a cohesive, organized, diverse, and effective movement against state repression and the politics of mass imprisonment. As the ruling elite intensifies its repression more & more broadly, such a movement becomes necessary now more than ever before."" ",,Dacajeweiah (Splitting the Sky),KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Indigenous, Prison, Race, Police, Civil Rights/Human Rights, Activism, Law/Court/Crime,",,,,,,,,,,,,,,,,New York,,
4,0,0,MD-157d3,digitized in house,,,,Minidisc,,Original,01:05:44,Mono,KBOO Archives Room,2003-08-09,unknown,,Break the Chains Conference 2003,,eps00110,,"Break the Chains Conference: Prisons, Colonialism & Industrial Civilization by Derrick Jensen and Jesus Sepulveda. Authors and activists Derrick Jensen and Jesus Sepulvecla speak at the Break the Chains Conference on 2003-08-09 at 4:00pm. Jensen speaks about his experience teaching writing to inmates at Pelican Bay State Prison.  Sepulveda speaks about his experience under the Pinochet regime and how it can be used as a teaching tool. He also talks about his new book which deals with colonialism, capitalism and industrialism. The conference was held August 8 - 10, 2003 at the University of Oregon in Eugene. Break the Chains Conference planners stated the following vision: ""We are organizing this conference to educate people about the bleak reality of the prison crisis, to mobilize people from the anti-repression, prisoner-support and anti-capitalist movements, to humbly host like-minded activists from other regions in what we hope is to be an extremely powerful and productive convergence, to learn from survivors of the prison system and gain from them invaluable lessons about the nature of the beast we are up against, and to begin the difficult task of developing a cohesive, organized, diverse, and effective movement against state repression and the politics of mass imprisonment. As the ruling elite intensifies its repression more & more broadly, such a movement becomes necessary now more than ever before.""",,"Derrick Jensen, Jesus Sepulveda",KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Prison, Arts/Culture, Military, ",,,kboo_MD-157d3_20030809.wav,,,332 MB,mono,wav,44.1 kHz,16 bits,,,,408F8F57315C86817969761759835D27,md5,California,,
4,0,0,MD-157d4p1,digitized in house,,,,Minidisc,,Original,00:37:37,Mono,KBOO Archives Room,2003-08-10,unknown,,Break the Chains Conference 2003,,eps00110,,"Break the Chains Conference: On the Legitimacy of Revolutionary Violence by Craig Rosebraugh, Arissa. Craig Rosebraugh of Arissa speaks at the Break the Chains Conference on 2003-08-10 at 9:00am.The conference was held August 8 -10, 2003 at the University of Oregon in Eugene. Rosebraugh discusses the decision liberation movements made on the question of whether or not to use violence including Nelson Mandela, Gandhi, and the Earth Liberation Front (ELF). The Break the Chains Conference was held August 8 -10, 2003 at the University of Oregon in Eugene. Break the Chains Conference planners stated the following vision: ""We are organizing this conference to educate people about the bleak reality of the prison crisis, to mobilize people from the anti-repression, prisoner-support and anti-capitalist movements, to humbly host like-minded activists from other regions in what we hope is to be an extremely powerful and productive convergence, to learn from survivors of the prison system and gain from them invaluable lessons about the nature of the beast we are up against, and to begin the difficult task of developing a cohesive, organized, diverse, and effective movement against state repression and the politics of mass imprisonment. As the ruling elite intensifies its repression more & more broadly, such a movement becomes necessary now more than ever before.""",,Craig Rosebraugh,KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Law/Court/Crime, Government/Politics, Environment/Climate, Activism",,,kboo_MD-157d4p1_20030810.wav,,,190 MB,mono,wav,44.1 kHz,16 bits,,,,F86D9917917AC75BCC85CE6A61C334AC,md5,,,
4,0,0,MD-157d4p2,digitized in house,,,,Minidisc,,Original,01:36:29,Mono,KBOO Archives Room,2003-08-10,unknown,,Break the Chains Conference 2003,,eps00110,,"Break the Chains Conference: Chemical Prison: The Merger of the Psychiatric and Prison Industries by David Oaks and David James. David Oaks of Mind Freedom and David James speak at the Break the Chains Conference on 2003-08-10 at 10:30am.The conference was held August 8 - 10, 2003 at the University of Oregon in Eugene. Oaks discusses the use of psychiatric drugs within the psychiatric system, prisons, and society at large. Oaks and James discuss their personal experience within the psychiatric system and their activism to free those wrongfully imprisoned. Break the Chains Conference planners stated the following vision: ""We are organizing this conference to educate people about the bleak reality of the prison crisis, to mobilize people from the anti-repression, prisoner-support and anti-capitalist movements, to humbly host like-minded activists from other regions in what we hope is to be an extremely powerful and productive convergence, to learn from survivors of the prison system and gain from them invaluable lessons about the nature of the beast we are up against, and to begin the difficult task of developing a cohesive, organized, diverse, and effective movement against state repression and the politics of mass imprisonment. As the ruling elite intensifies its repression more & more broadly, such a movement becomes necessary now more than ever before.""",,"David Oaks, David James",KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Activism, Prison, Drugs, Health, Recovery, Disability",,,kboo_MD-157d4p2_20030810.wav,,,487 MB,mono,wav,44.1 kHz,16 bits,,,,13B698E1F045FB43B8C040F1E6E29011,md5,,,
4,0,0,MD-158d1,digitized in house,,,,Minidisc,,,01:30:55,Mono,KBOO Archives Room,2003-11-15,unknown,,Nick Begich Speech on the High Frequency Active Auroral Research Program (HAARP): Part 1,,,,"Nick Begich speaks to an audience on the subject of the High Frequency Active Auroral Research Program (HAAlternative RadioP) in Alaska. Begich also speaks on the reported linkage between cell phone usage and cancer. The MiniDisc is labeled ""Airport Holiday Inn 11/15/03""",,Nick Begich,KBOO,Non-Saleable,,"Science/Technology, Military/Veterans, Government/Politics, Animals",,,kboo_MD-158d1_20031115.wav,,,459 MB,mono,wav,44.1 kHz,16 bits,,,,923C511EC08322721D1B6E31755FAF30,md5,"Alaska, North America, Globe",,
4,0,0,MD-158d2p1,digitized in house,,,,Minidisc,,,01:34:48,Mono,KBOO Archives Room,2003-11-15,unknown,,Nick Begich Speech on the High Frequency Active Auroral Research Program (HAARP): Part 2,,,,Nick Begich speaks to an audience on the subject of the High Frequency Active Auroral Research Program (HAAlternative RadioP) in Alaska. Begich also speaks on the reported linkage between cell phone usage and cancer. Part 2 includes a Q&A with Begich.,,Nick Begich,KBOO,Non-Saleable,,"Science/Technology, Military/Veterans, Government/Politics",,,kboo_MD-158d2p1_20031115.wav,,,478 MB,mono,wav,44.1 kHz,16 bits,,,,5A0106CDFE5CBA6FE50CCAC592E7C600,md5,"Alaska, North America, Globe",,
4,0,0,MD-158d2p2,digitized in house,,,,Minidisc,,,01:00:34,Mono,KBOO Archives Room,2003-11-00,unknown,,FTAA Protests in Miami,,eps00124,,,,"Andrew Geller, Fatima Mello, Sarah Anderson, Kameelah Benjamin-Fuller, Melody, Kris Hermes",KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Activism, Economy, Global Affairs, Labor, Corporations",,,kboo_MD-158d2p2_20031100.wav,,,306 MB,mono,wav,44.1 kHz,16 bits,,,,C405F20F14EC9DF1A8D702B2232781E0,md5,"Miami, FL; Brazil; Latin America",,
4,0,0,MD-159d1,digitized in house,,,,Minidisc,,,00:45:21,Stereo,KBOO Archives Room,,unknown,,John Trudell Part 1,,,,John Trudell speaks on Indigenous culture in the America's in the 21st century. No date or location is listed on the MiniDisc.,,John Trudell,KBOO,Non-Saleable,,"Arts/Culture, Indigenous",,,kboo_MD-159d1.wav,,,458 MB,stereo,wav,44.1 kHz,16 bits,,,,FE66D4707B7CF0D50C999F4989C28814,md5,,,
4,0,0,MD-159d2,digitized in house,,,,Minidisc,,,00:02:58,Mono,KBOO Archives Room,,unknown,,John Trudell Part 2,,,,John Trudell speaks on Indigenous culture in the America's in the 21st century. No date or location is listed on the MiniDisc. Recording cuts out in the middle of sentence.,,John Trudell,KBOO,Non-Saleable,,"Arts/Culture, Indigenous",,,kboo_MD-159d2.wav,,,15 MB,mono,wav,44.1 kHz,16 bits,,,,F3318A43F2697490AEC3814564A944AE,md5,,,
4,0,0,MD-160p1,digitized in house,,,,Minidisc,,,01:04:45,Mono,KBOO Archives Room,2000-12-11,unknown,,MD-160.1 title,,,,First Unitarian Church,,Helena Norberg-Hodge,KBOO,Non-Saleable,,,,,kboo_MD-160p1_20001211.wav,,,654 MB,stereo,wav,44.1 kHz,16 bits,,,,9BB0E709A2518C8B68CCEBB74FE1D510,md5,,,
4,0,0,MD-160p2,digitized in house,,,,Minidisc,,,00:58:48,Mono,KBOO Archives Room,2001-02-08,unknown,,MD-160.2 title,,,,University of Victoria,,Nancy Turner,KBOO,Non-Saleable,,,,,kboo_MD-160p2_20010208.wav,,,297 MB,mono,wav,44.1 kHz,16 bits,,,,C2695015C11A3B082639A1548EC65854,md5,,,
4,0,0,MD-161,digitized in house,,,,Minidisc,,,00:39:04,Mono,KBOO Archives Room,2000-10-20,unknown,,Vandana Shiva interviewed by Andrew Geller,,,,"Vandana Shiva talks the pollution of organic foods, genetically modified food and how  civil wars, weather and other things can alter how people around the world get food. She continues on to speak about the Seattle WTO summit and how immediately after she was hounded with interviews and job requests and how people from around the world knew what was going on in America. She also speaks about biotechnology and monsanto. ",,"Vandana Shiva, Andrew Geller",KBOO,Non-Saleable,,"Food, Global Affairs, War/Peace",,,kboo_MD-161_20001211.wav,,,197 MB,mono,wav,44.1 kHz,16 bits,,,,410FFB35E9C99697C34A8F0032D7C1E4,md5,,,
4,0,0,MD-162,digitized in house,,,,Minidisc,,,00:50:51,Mono,KBOO Archives Room,2001-05-29,unknown,,Powell's Bookstore: Barbara Ehrenreich on Nickel and Dimed: On (Not) Getting by in America (2001),,,,Barbara Ehrenreich reading from her book Nickel and Dimed at Powell's Books on Hawthorne. She also talks about her experiences while writing the book. Followed by a Q&A.,,Barbara Ehrenreich,KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",Labor,,,kboo_MD-162_20010529.wav,,,257 MB,mono,wav,44.1 kHz,16 bits,,,,3EC67122CE2764FE58928EF6F7F63DD5,md5,,,
